sample_id	url	host	text_preview	predicted_domain	gold_domain	reviewer_note
s0110	http://dreambible.kr/%ED%99%A9%EA%B8%88-%EB%AC%B8%ED%8C%A8%EA%B0%80-%EC%B0%AC%EB%9E%80%ED%95%98%EA%B2%8C-%EB%B9%9B%EB%82%98%EB%8A%94-%EA%BF%88/	dreambible.kr	황금 문패가 찬란하게 빛나는 꿈 입신출세하고 세상에 이름을 떨치게 된다. 재물, 합격, 당선, 성공 등이 있다. 원하는 해몽이 아닌가요? 황금 꿈 문패 꿈 빛나는 꿈 관련된 꿈해몽 황금색과 관련된 꿈 황금빛 같은 흙탕물이 흐르는 꿈 산이 벼락을 맞아 황금빛으로 변한는 꿈 문패를 손으로 옮겨 다니는 꿈 검은 손이 문패를 떼	web_general		
s0111	http://www.newsm.com/news/articleView.html?idxno=2487&replyAll=&reply_sc_order_by=C	www.newsm.com	'이영희 목사(현 예람교회 담임)가 누구냐'고 묻는다면, '분열의 씨앗'이라고 말해야 할까. 2007년 2월, 여성도들과 수년간의 불륜을 고백해 세간을 떠들썩하게 했던 이영희 목사. 그해 연말 뉴욕의 한 일간지는 이영희 목사 간통 사건을 조승희 총격 사건과 나란히 하며 “2007년을 뒤흔든 씁쓸한 소식”으로 꼽았다. 이제	news		
s0112	https://1boon.kakao.com/realfood/fish2	1boon.kakao.com	뷰 본문 생선은 어쩐지 손이 잘 가지 않게 되는 식재료이죠. 손질부터가 힘들고, 비린내 제거, 굽기도 쉽지 않습니다. 하지만 생선도 요리방법에 따라 충분히 상큼하고 우아하게 먹을 수 있는데요. 이번에 소개해 드릴 레시피는 ‘메로골드 로스티드피쉬’ 입니다. 제철을 맞은 메로골드 자몽은 자몽과 오렌지를 교배한 과일입니다. 자	web_general		
s0113	https://www.hankyung.com/realestate/article/2018101152721	www.hankyung.com	국회 국토교통위원회 소속 박홍근 더불어민주당 의원은 11일 국회에서 열린 LH 국정감사에서 LH가 지난해 상업용지 분양으로 벌어들인 수익이 2016년(9727억원)보다 많은 1조651억원에 달했다고 지적했다. 지난해 판매한 상업용지는 총 53만4000㎡로 공급예정가는 2조5035억원이었으며, 최고가 낙찰 방식을 통해 최종	news		
s0114	https://www.chaisplay.com/growth_subclasses/116	www.chaisplay.com	프리미엄 유료 콘텐츠 입니다. 학교에 들어가게 되면 자신의 생각을 표현하는 발표를 더욱 많이 하게 되지요. 엄마, 아빠는 아이가 학교에 들어가기 전에 자신감과 발표력을 키워주기 위해 많은 고민을 하게 돼지요. 아이 발표력에는 엄마, 아빠의 긍정적인 반응과 칭찬이 가장 중요해요! 자신감이 높아지면 자기표현력과 발표력이 자연	web_general		
s0115	http://kstars.jkn.co.kr/articles/26630/20191023/%EC%A7%84%EC%84%B8%EC%97%B0-%EA%B9%80%EB%AF%BC%EA%B7%9C-tv%EC%A1%B0%EC%84%A0-%EA%B0%84%ED%83%9D-%EC%A3%BC%EC%97%B0.htm	kstars.jkn.co.kr	진세연-김민규, TV조선 '간택' 주연 TV조선은 오는 12월 드라마 '간택:여인들의 전쟁'을 선보인다고 지난 21일 밝혔다. 드라마는 정통 왕조 이씨가 아닌 자들에게 유일하게 허락된 조선 최고의 지위, '왕비'의 자리를 노리는 이들의 목숨 건 경합을 그린다. 특히 자체 최고 시청률 5.6%(닐슨코리아 유료가구)로 TV조	web_general		
s0116	https://news.joins.com/article/20727564	news.joins.com	- 기자 - 배재성 기자 지난 14일 한국석유공사 울산지사에서 발생한 폭발로 크게 다친 근로자 1명이 15일 새벽 끝내 숨졌다. 울주경찰서에 따르면 전날 사고로 온몸에 화상을 입고 병원으로 옮겨졌던 최모(58)씨가 이날 오전 6시 14분쯤 사망했다. 최씨가 추가로 숨지면서 이번 사고의 사망자는 사고 당일 숨진 김모(45)	news		
s0117	http://paydaervx.com/?p=1266	paydaervx.com	60세이상치아보험2018년 11월 13일 60세이상치아보험 60세이상치아보험안내 60세이상치아보험신청 60세이상치아보험비교 60세이상치아보험확인 60세이상치아보험추천 60세이상치아보험견적비교 60세이상치아보험정보 60세이상치아보험가격 보고하려고요. 잡았어요. 릴의 말에 나는 쓴웃음을 지으며 고개를 끄덕였60세이상치아보험.	web_general		
s0118	http://www.newsm.com/news/articleView.html?idxno=6073	www.newsm.com	자치법을 만들어 낼 수 있을지 조차 불투명했던 미주연회가 마지막 회집에서 자치법의 결의는 물론 차기 감독으로 박효성 목사를 선출해 내며 일거에 안정을 되찾았다. 연회 총무로는 김영민 목사가 선출됐다. 전날 자치법의 골격인 2개의 교구제가 결의되지 못하며 위기를 맞았던 미주연회였지만 감독선거 방식까지 포함해 전권을 위임받은	news		
s0119	http://www.ti.com/ww/kr/contactus/	www.ti.com	개발 시간 단축과 제품 비용 절감 및 제품 출시 시간 단축을 원하십니까? TI 제품 정보 센터는 기술지원, 팀 교육 및 포괄적인 온라인 제품 정보를 제공합니다. - 설계에 적합한 최고의 칩 및 시스템 솔루션 선택 - 빠른 샘플 주문 방법 - 개발 및 디버깅에 발생한 문제 분석 및 해결 - 제품 설계 및 개발 경험과 기술 	web_general		
s0120	http://ko.wikipedia.org/wiki/%EC%9D%B4%EB%B3%B4_%EC%95%88%EB%93%9C%EB%A6%AC%EC%B9%98	ko.wikipedia.org	이보 안드리치 이보 안드리치(Ivo Andrić, 1892년 10월 10일 ~ 1975년 3월 13일)은 보스니아의 문학가이다. 생애 [편집] 보스니아의 작은 마을 트라브니크에서 크로아티아인 아버지 안툰과 어머니 카타리나 사이에 태어났다. 가난한 집안에서 '이반'이라는 이름을 가지고 태어난 그는 '이보'라는 이름으로 줄여	encyclopedia		
s0121	http://macnews.tistory.com/750	macnews.tistory.com	네이버 일전에 네이버에 신청한 '사이트 등록'이 완료되었다고 네이버측으로부터 안내 메일을 받았습니다. 확인해보니 예전에는 Back to M·A·C (화장품) 관련글과 이런 저런 애플 관련 페이지들이 검색 페이지 최상단을 점령했었는데, 이제는 Back to the Mac 블로그가 사이트 섹션에 단독으로 표시되 시인성이 많이	blog		
s0122	http://wiki.laptop.org/go/Request_board/lang-ko	wiki.laptop.org	Request board/lang-ko From OLPC 이 위키에서 기술된 여타 작업과 관련된 (점증하는) 요청들의 목록입니다. - 특정 프로젝트와 관련된 과제는 프로젝트를 참조. - 그들 자신의 슈가 패키징을 가진 액티비티에 관한 정보는 액티비티 페이지를 참조. - For more information about ac	technical		
s0123	http://meijinzwei.egloos.com/	meijinzwei.egloos.com	이 책으로 말할것 같으면 일본의 수많은 성인잡지중 한권입니다. 주로 풍속업소에 대한 정보가 수록되어있으며 해당 업소에서 일하는 여성들의 프로필과 예약번호, 이달의 AV판매순위, 기타 (이하생략) 관련된 정보등. 나름대로 재밌게 읽었던 책입니다. 다만 읽다가 꽤나 당황스러운 코너가 있더군요. 바로 한국어 강좌입니다. 일본의	blog		
s0124	http://www.ted.com/talks/lang/ko/misha_glenny_investigates_global_crime_networks.html	www.ted.com	Click on any phrase to play the video at that point.Close 자 좀 더 가까이 다가가 볼까요. 제게 이 사건은 개인적으로도 큰 의미가 있었습니다. 저는 제가 10대이던 시절 철의 장막을 넘어 폴란드의 자유노동조합 같은 동유럽 야당으로 도서밀수를 시작했습니다. 그러던 저는 동유럽에	web_general		
s0125	http://www.bosa.co.kr/umap/sub.asp?news_pk=183747	www.bosa.co.kr	산부인과학회-개원의협의회 산부인과 의료계가 불가항력적인 의료사고에 대한 의사 책임을 규정한 의료분쟁조정법에 대해 헌법소원을 제기한다. 대한산부인과학회와 산부인과개원의협의회는 의료분쟁조정법 46조(불가항력 의료사고 보상제도) 개정을 위해 헌법소원을 내기로 하고 변호인단 선임 비용 등을 마련하기 위해 전체 산부인과 의사들을 	web_general		
s0126	http://www.breguet.com/kr/content/view/full/5764	www.breguet.com	Skip to main content 다이아몬드의 순수한 아름다움과 우수한 다이아몬드 세팅 기술의 완벽한 결합. 하늘거리는 다이아몬드 클러스터가 아름답게 빛나는 이어 펜던트와 모티브, 피어나는 플라워 모티브로 이루어진 눈부신 링으로 이루어진 크레이지 플라워 하이 주얼리가 찬란한 여행 속으로 안내합니다. English Fr	web_general		
s0127	https://ko.wikipedia.org/wiki/%EB%8F%84%EB%A9%94%EC%9D%B8_%EC%BB%A8%ED%8A%B8%EB%A1%A4%EB%9F%AC	ko.wikipedia.org	도메인 컨트롤러 위키백과, 우리 모두의 백과사전. 윈도 NT에서 하나의 도메인에 하나의 도메인 컨트롤러가 일차 도메인 컨트롤러(PDC)로 구성되었다. 다른 모든 도메인 컨트롤러들은 백업 도메인 컨트롤러(BDC)였다. BDC는 사용자들은 도메인 안에서 인증할 수 있었으나 도메인에 대한 모든 업데이트(새로운 사용자, 변경된 	encyclopedia		
s0128	https://taomalumdongtien.net/eeo-pas-andeuroideu/	taomalumdongtien.net	에어 팟 안드로이드 에어팟에서 안드로이드 장치와 연결하는 방법 에어팟은 블루투스를 사용하여 무선으로 연결됩니다. 안드로이드 폰에서 에어팟을 사용하려면 에어팟을 블루투스 장치로 등록해야 합니다. 아래는 에어팟을 안드로이드 폰에 연결하는 방법입니다. 1. 안드로이드 폰의 설정 앱을 엽니다. 2. 블루투스 설정을 찾습니다. 3	web_general		
s0129	https://www.choidada.com/products/s-40	www.choidada.com	파이널 세일) 헬무트 랭 스트라타 프린트 프론트 트위스트 실켓 져지 원피스 S $170.00 헬무트 랭 스트라타 프린트 프론트 트위스트 실켓 져지 원피스 S 헬무트 랭의 세련된 원피스가 입고 됐어요 ^^ 화이트 바탕에 스트라타 프린트가 시원하면서 독특한 느낌이 드는 제품 입니다 ~ 골반 라인에 트위스트 디테일로 포인트를 	web_general		
s0130	http://www.newsgunsan.com/ngnews/ngNewsView.php?code=NG2&pid=75723&sword=&ryear=&rmonth=&rday=&order=&PHPSESSID=c0e0f0778ae4c6ad5da04dc84df763a3	www.newsgunsan.com	김의겸 예비후보(더불어민주당 국회의원)은 6일 수송동 한빛빌딩 2층에 자리한 선거사무소에서 농어촌기본소득 정책협약식을 진행했다. 이번 협약식에는 이재욱 농어촌기본소득운동전국연합 상임대표와 서봉균 정책국장, 군산 회원 15명 등이 참석했고 정균승 더불어민주당 기본사회위원회 기본소득본부장이 함께했다. 김 예비후보와 농어촌기본	news		
s0131	https://www.dailynk.com/%E5%8C%97-%EA%B5%90%ED%99%A9-%EB%B2%A0%EB%84%A4%EB%94%95%ED%86%A0-16%EC%84%B8-%EC%84%A0%EC%B6%9C-%EC%B6%95%ED%95%98/	www.dailynk.com	북한이 신임 교황 선출 사흘만에 축하 메시지를 발표했다. 장재언(사무엘) 조선카톨릭교협회 중앙위원장은 22일 요제프 라칭게르(라칭거) 추기경이 제265대 교황으로 선출된 데 대해 축하했다고 조선중앙통신이 이날 보도했다. 신임 교황 선출과 관련한 북한의 반응은 이번이 처음으로, 축하 메시지는 장위원장의 명의로 발표됐다. 장	web_general		
s0132	http://www.dailiang.co.kr/news/articleView.html?idxno=217105	www.dailiang.co.kr	임호선 의원 "평산마을 주민의 일상 해치는 일 없도록 경찰이 중재 노력 계속해야" [데일리중앙 석희열 기자] 문재인 전 대통령 사저가 있는 경남 양산 평산마을 집회시위가 계속되고 있는 걸로 나타났다. 지난 8월 21일 경호구역이 사저 담장 밖 300m로 확장된 이후에도 집회시위가 끊이지 않고 있어 경찰의 적극적인 대응이 	web_general		
s0133	https://landryauctions.com/%EC%A7%80%EC%86%8D-%EA%B0%80%EB%8A%A5%ED%95%9C-%EC%9D%B8%ED%8F%AC%EA%B7%B8%EB%9E%98%ED%94%BD-%EB%94%94%EC%9E%90%EC%9D%B8%EC%9D%98-%ED%95%B5%EC%8B%AC-%EC%A0%84%EB%9E%B5%EA%B3	landryauctions.com	지속 가능한 인포그래픽 디자인을 위한 핵심 전략은 환경 친화적인 색상과 폰트 선택, 재활용 가능한 디자인 요소 활용, 정보 전달을 명확하게 하는데 초점을 맞추는 것입니다. 또한 데이터 시각화를 효과적으로 활용하여 내용을 간결하게 전달하고, 인포그래픽이 화려함보다는 가독성과 유용성을 중시하는 것이 중요합니다. 이러한 전략과	web_general		
s0134	https://www.newsis.com/view/?id=NISX20210922_0001589886	www.newsis.com	127년전 '福·壽' 100번 쓴 '백수백복도'의 '뱀파이어 미학' 현대화랑 '문자도, 현대를 만나다' 전시 조선 민화가 장인선의 '백수백복도' 대표작 낙서같은 제주문자도까지 조선 문자도 11점 현대미술가 박방영·손동현·신제현의 13점 소개 [서울=뉴시스]백수백복도百壽百福圖, 1894, 10폭 병풍, 종이에 채색, 각 9	news		
s0135	http://scjournal.kr/news/article.html?no=23185	scjournal.kr	비즈니스에서 문자마케팅이 차지하는 비중이 날로 증가하고 있다. 비용 부담이 적고 빠른 시간에 효과를 볼 수 있다는 장점이 있는 반면, 상대방으로부터 스팸으로 인식되는 문제가 가장 큰 고려사항이다. 이러한 SMS/MMS의 단점을 보완하고, 다양한 기능들을 통신사 수준에서 지원하기 위해 만들어진 서비스가 'RCS (Rich 	news		
s0136	https://www.goedmonton.ca/index.php/ace_column/?mod=document&uid=456	www.goedmonton.ca	교민 여러분 안녕하세요, 에이스 이민서비스 조영숙입니다. 이번 호에서는 범죄기록이 있는 배우자를 초청하는 경우에 발생하는 문제점들을 살펴보겠습니다. 이민업무를 시작한 이후로 가장 가슴 아팠던 일은 배우자 초청 이민 신청사건에서 배우자의 범죄기록을 소홀히 대처하여, 사면 신청 또는 영주권 신청이 거절되어 추방명령을 받음으로	web_general		
s0137	https://www.c3korea.net/residential-area-of-gyeongseong/	www.c3korea.net	경성의 주택지 인구 폭증 시대 경성의 주택지 개발 우리나라에서 새 정부가 들어설 때마다 가장 먼저 집값 안정화와 주거 공간 개선 방안을 담은 정책들이 발표되곤 한다. 주거 문제가 우리나라 사람들에게 있어 어떤 생계의 문제보다도 중요하게 여겨진다는 반증이다. 이런 주택지 개발의 열풍은 현재에만 국한되는 이야기일까? ‘경성의	web_general		
s0138	http://www.sideview.co.kr/news/articleView.html?idxno=3653	www.sideview.co.kr	열을 가하지 않고 생으로 먹어야 좋은 채소와 과일도 있지만 이와 반대로 열에 가열하여 먹을 때 더 효과적인 영양분을 섭취할 수 있는 채소와 과일이 있다. 일반적으로 채소와 과일은 싱싱한 상태로 물에 씻어 생으로 먹어야 더욱 건강하고 효과적이라 생각이 대부분이다. 채소의 경우 고기와 함께 구워먹는 경우가 많지만 과일의 경우	web_general		
s0139	https://whatnext.tistory.com/1260?category=139592	whatnext.tistory.com	도심에서 맛볼 수 있는 최고의 오리훈제, 앞뜰 동의보감, 본초강목에 언급될 만큼 해독능력과 영양분이 풍부해 많은 사람들로부터 사랑받는 오리고기, 특히, 피부미용에 좋다하여 여성들이 선호하는 외식메뉴 중 하나라고 할 수 있는데요. 오늘은 합리적인 가격에 정성으로 만들어진 오리훈제와 바베큐를 취급하는 '앞뜰 장작구이마을바베큐	blog		
s0140	http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=2200&key=20140221.22028185143&kid=2226	www.kookje.co.kr	중국 고대 은나라와 주나라 교체기의 이야기인 백이숙제(伯夷叔齊) 고사는 사마천의 '사기(史記)' 열전 첫 장에 나온다. 사마천이 사기 열전의 첫 머리에 굳이 백이와 숙제 이야기를 기술한 까닭은 무엇일까? 단순히 충절의 중요성만 강조하려는 뜻은 아닐 것이다. 자신이 옳다고 믿는 신념이라면 목숨을 잃는다 해도 그것을 지키려고	news		
s0141	https://blog.ulsan.go.kr/9638	blog.ulsan.go.kr	가족들과 간절곶으로 향하는 중, 차의 이상으로 잠시 정차를 하고 자동차 점검을 받다 발견한 송정공원입니다. 공원은 크지 않지만 아이들이 마음껏 뛰어다니며 놀 수 있는 넓은 잔디공원과 편하게 쉬어갈 수 있는 벤치, 시원하게 뻗어 있는 울산 바다의 아름다운 모습을 볼 수 있는 곳으로 아이들과 함께 나들이를 하기에 너무 좋은 	blog		
s0142	https://bachflower.or.kr/edu/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=2236642&t=board	bachflower.or.kr	한국 배치플라워 협회 교육 신청 안내 14번째 배치플라워 레벨2 워크샵은 서울 마음 치유 학교 (인사동)에서 열립니다. 한국 배치 플라워 협회에서 진행하는 워크샵과 동일하게 진행되는 워크샵입니다. 마음 치유 학교에서 레벨1 교육을 받으신 분 뿐 아니라, 한국 배치플라워 협회에서 레벨1 교육을 수료하신 분들도 참여 가능합니	web_general		
s0143	https://www.huffingtonpost.kr/entry/story_kr_5c0e1c9de4b035a7bf5cba8a?utm_hp_ref=kr-jikjangin	www.huffingtonpost.kr	그게 행복의 지름길이라 생각했던 때 좋은 직업이 행복의 지름길이라고 생각했던 때가 있었다. 1997년 초등학교에 입학한 나는 ‘꿈이 뭐냐’는 어른들의 질문에 대한 올바른 답변으로 ‘갖고 싶은 직업’을 말해야 칭찬받는 학창 시절을 보냈다. 돌아보면 좋은 성적, 좋은 학교, 좋은 스펙으로 이어지는 삶은 좋은 직업을 향한 달리	web_general		
s0144	https://nbamania.com/g2/bbs/board.php?bo_table=nbatalk&wr_id=7044868	nbamania.com	클러치때 간만에 편안하게 본거 같습니다포브스가 나올때는 패턴이 단조로워서 모든 팀이 공략법을 알고있는게 확실시되어졌는데, 클러치때 안나오니까 좋네요 확실히.포브스는 짧게짧게만 쓰는걸로.. 사실 마지막 2분이 좋은 경기력은아니였는데 넌이나 던컨 로빈슨을 포브스가 막았다면 동점 내지 역전으로 졌겠죠. 스페이싱 위해서 쓸거면 	web_general		
s0145	http://kimtaku.com/anti-racism/	kimtaku.com	도쿄 시부야에서 열린 일본의 극우 혐한단체 재특회의 반한시위에 시민들이 항의하고 있다. 헤이트 스피치, 이른바 증오발언에 대해 57%가 ‘알고있다’고 대답 특정 그룹이나 인종에 대해 공개적으로 차별, 혐오, 폄하, 위협, 선동적 발언을 하는 헤이트 스피치(증오발언)에 대해 일본정부 내각부가 여론조사를 실시했다. 이번 조사	web_general		
s0146	http://legalherald.co.kr/archives/27997	legalherald.co.kr	사계절 행사 참여단 10가족 3월 15일부터 30일까지 모집 환경부 산하 국립생태원은 생태의 가치와 중요성을 알리기 위해 ‘국립생태원 계절 행사 모니터링단’을 3월 15일부터 30일까지 모집한다. 생태 및 환경에 관심이 있는 유아 및 청소년을 포함한 가족은 누구나 지원할 수 있으며, 국립생태원 누리집(http://www.	web_general		
s0147	https://www.chaisplay.com/plays/1143-%EC%95%84%EB%B9%A0%EB%9E%91-%EC%BD%94-%EB%BD%80%EB%BD%80	www.chaisplay.com	일상 놀이 아빠랑 코 뽀뽀 아기와 함께 코를 맞대고 코뽀뽀 놀이를 해보세요. 아기는 아빠와 시선을 마주치며 아빠의 얼굴과 목소리에 친숙함을 느끼고, 애착을 형성할 수 있습니다. 발달영역: 정서/사회성 연령: 만 0세 사용 교구준비물이 필요 없는 쉬운 놀이에요 놀이 방법 1. 아기와 마주 보고 눈을 마주쳐 보세요. 2. 아	web_general		
s0148	https://its.tistory.com/tag/%EC%97%98%EB%A0%89%ED%8A%B8%EB%9D%BC	its.tistory.com	- Today - 1,378 - Total - 41,957,211 목록엘렉트라 (1) 로그인 유지가 안 돼서 구독하기와 댓글 쓰기가 안 된다면 이곳(1차 주소)에서 해보세요. [관련 티스토리 공지] NEOEARLY* by 라디오키즈 뭘 하든 제대로 해보려는 사람이 늘면서 PC 게임에 대한 투자도 늘고 있는 것 같습니다. 	blog		
s0149	https://monkeycheat1.com/%EC%BD%94%EB%93%9C%EB%AA%BD%ED%82%A4antiyoy-v1-25p-mod-apk-%EC%95%88%ED%8B%B0%EC%9A%94%EC%9D%B4-%EB%B2%84%EA%B7%B8%ED%8C%90-cheat-apk/	monkeycheat1.com	안녕하세요 안드로이드게임 해커 여러분의 지갑지킴이 코드몽키입니다 버그판 만드는법을 배우고싶으신분은 수강생들 작품보기 카테고리를 확인하시고 카톡ID : codemod 로 연락주세요 다른 수강생들 작품 보러가기 링크 ※게임이 업데이트 되면 제 블로그에도 업데이트 된 최신 파일이 올라갑니다! 코드몽키 홈페이지는 '크롬브라우저에	web_general		
s0150	https://mnews.joins.com/article/22561444	mnews.joins.com	경북 포항남부경찰서는 23일 마을 주민이 함께 먹으려던 음식물에 농약을 넣은 혐의(살인미수)로 A씨(68ㆍ여)를 구속했다. A씨는 21일 오전 4시 40분쯤 포항 남구 호미곶면 구만1리 마을공동작업장에서 주민이 함께 점심식사로 먹으려고 끓여놓은 고등어탕에 농약(살충제) 20㎖를 넣은 혐의를 받고 있다. 이 마을 앞 항구에	news		
s0151	https://gangsanvillage.com/?p=13524	gangsanvillage.com	3월17일 제니튼치약 닥터제니 꼬마 어린이 치약 천연 라즈베리향 추천 Published in Uncategorized. 안녕하세유~ 반가워유! 하루하루 기분좋길 바랍니다. 늘 행복하길 바라면서 포스팅을 시작해봅니다. 2020년 제니튼치약 닥터제니 꼬마 어린이 치약 천연 라즈베리향 관련정보입니다. 상품은 일반배송 이구요 현	web_general		
s0152	https://mnews.joins.com/article/5227024	mnews.joins.com	판교 인근 … 3100가구 거주 경기도 성남시는 판교신도시와 인접한 분당구 대장동 일대(지도)를 자족형 신도시로 개발한다고 21일 밝혔다. 대장지구는 91만㎡의 면적에 3100가구, 8370명의 주민이 거주하게 된다. 개발 지역 중 16만5000㎡는 도시지원시설 용도로 활용한다. 인구밀도는 ㏊당 92명으로 판교신도시(95	news		
s0153	http://god21.net/Square/Cartoon/Main/Cover	god21.net	메뉴보기 Pastor Jung Myeong Seok 말씀 영상 간증 뉴스 글동네 칼럼 카툰&포토 로그인 회원가입 아이디/비밀번호 찾기 고구마 잎 요즘 새롭게 주목 받고 있는 것이 고구마잎이다. 고구마 줄기나 뿌리인 고구마는 먹었어도 잎으로 요리를 해보기는 처음이다.봄... 67035 의인들이 가는 길 의인들이 가는 길과 	ko_en_mixed		
s0154	https://magazinecu.com/category/Travel?page=2	magazinecu.com	Travel 2017. 3. 23. 16:43 도쿄 가볼만한곳 TOP7꽃피는 봄이 찾아오고 있네요. 국내뿐만아니라 일본에서도 이제 한참 벚꽃 축제를 준비하며 봄을 맞이하고 있는데요. 이시기에는 가볍게 일본으로 여행을 떠나는 분들도 많답니다. 일본 하면 벚꽃이므로 도쿄, 오사카, 교토등 주요 지역별로 있으며, 도쿄에는 우에	web_general		
s0155	https://www.hidoc.co.kr/healthstory/news/C0000474394	www.hidoc.co.kr	Q. 50대 초반에 폐경이 찾아왔고 2년이 되어갑니다. 한 달 전에 자궁 초음파 검사를 받았는데 난소에 약 3cm 크기의 물혹이 있다는 진단을 받았습니다. 그런데 며칠 전부터 질에서 부정 출혈이 나타났습니다. 괜찮은 걸까요? A. 지금 질 출혈 자체는 어쩌면 큰 문제는 아닐 수도 있습니다. 폐경 한 지 2년이 된 때에 돌	web_general		
s0156	http://www.ctkorea.net/news/articleView.html?idxno=10426	www.ctkorea.net	REVIEWS 이 달의 책 | 정지영의 너 잘 만났다 라떼(나 때)는 말이죠 로마가톨릭에서 개신교로 극적으로 회심한 전직 예수회 신부의 간증 만화 〈알베르토 시리즈〉가 1990년대 초반에 출간되어 크게 회자된 적 있다. 로마가톨릭에 관한 충격적인 내용을 적나라하게 폭로한 이 시리즈는 전 세계 개신교 독서계에 큰 파장을 일	web_general		
s0157	https://www.axelasansor.com/%EC%9D%B4%EB%8A%94-1-%EB%85%84-%EA%B0%84-%EA%B2%BD%EB%B2%94%EC%A3%84%EC%9D%B4%EB%A9%B0-%EB%A3%B0%EB%A0%9B-%ED%95%84%EC%8A%B9-%EC%A0%84%EB%9E%B5-%EC%B5%9C%EA%B3%A0-%EC%B9%B4	www.axelasansor.com	이는 1 년 간 경범죄이며 룰렛 필승 전략 최고 카지노 테이블 슬롯 사이트 1 년의 징역형, 5,000 달러의 벌금, 100 휴스턴에서 캘리포니아까지 그리고 1 년 전 우리 휴양지에서 저를 동반 한 친구는 라스 베이거스에서 화려하고 발명 적으로 지어진 호텔의 배열을보고 잠시 휴식을 취하고 좀 더 살펴 보았습니다. 자연스러	web_general		
s0158	http://blog.daum.net/_blog/BlogTypeView.do?blogid=0MoBS&articleno=8837920	blog.daum.net	주님 말씀하시면" "우리는 기도하고 기대하며 기다리네" "하나님께서 당신을 통해" 등 많은 사랑을 받고 있는 찬양을 작사 작곡한 김영범 간사님의 곡입니다. 주님말씀하시면.WMA 주님 말씀하시면 내가 나아가리다 I will go forth when You say 주님 뜻이 아니면 내가 멈춰서리다 I will stop if 	blog		
s0159	http://www.myswitzerland.com/ko/about-switzerland/geographic-facts/regions/swiss-regions/basel-region-1.html	www.myswitzerland.com	여름 라인 강에서 수영 즐기기 라인강은 무역로로 쓰이는 중요한 수로이면서도 레크레이션을 즐기기에도 안성맞춤인 곳이다. 엄청난 수량의 라인 강은 환경적으로, 문화적으로 중요한 역할을 하고 있어서 다양한 방문자들과 거주자들에게 높은 문화생활 제공한다. 해가 나고 맑은 날에는 기온이 올라 온 도시가 따뜻하고 생기있게 변하는데 	web_general		
s0160	http://ko.wikipedia.org/wiki/%ED%95%98%EB%B9%84_%EB%A7%A8%EC%8A%A4%ED%95%84%EB%93%9C	ko.wikipedia.org	하비 클래플린 맨스필드 주니어(1932년 ~ )는 미국의 정치철학 교수로, 1962년 이래, 윌리엄 R. 케넌 주니어 하버드 대학교 정책학 교수직에 있다. 그는 구겐하임과 국립인문기금(NEH)의 펠로우쉽을 받았으며 그리고 국립인문센터의 특별회원을 지냈다. 또한 2004년에 미국의 국가 인문학 메달을 받았다. 그는 저술을 	encyclopedia		
s0161	http://kr.hotels.com/de1641506-th10/chinhwangyeong-hotels-alpeu-dwi-swideu-peulangseu/	kr.hotels.com	친환경 호텔 – 호텔스닷컴의 종합 온라인 호텔 디렉터리를 통해 적합한 친환경 호텔을 가장 쉬운 방식으로 검색해 보세요. 호텔스닷컴이 제공하는 광범위한 알프 뒤 쉬드, 친환경 호텔을 검색하여 객실 요금을 비교해 보실 수 있습니다. 다음의 간단한 절차를 통해 객실을 예약해 보세요. - 알프 뒤 쉬드의 친환경 호텔을 검색합니다	web_general		
s0162	http://solutions.3m.com/wps/portal/3M/ko_KR/about-3M/information/more-info/history/	solutions.3m.com	역사 개요 1902년 다섯 명의 사업가가 연마재 휠 제조용 미네랄 채광을 위해 미네소타주 투하버스에 광산업 회사인 3M을 설립하였습니다. 그러나 연마재에 사용하려던 광물질이 질이 낮은 사암으로 판명됨에 따라, 1905년에 미네소타주 덜루스로 회사를 옮겨 샌드페이퍼 사업에 집중하였습니다. 오랜 기간에 걸쳐 양질의 제품들을 	web_general		
s0163	http://www.newswire.co.kr/newsRead.php?no=622534&ected=	www.newswire.co.kr	온라인 리서치기업 두잇서베이(www.dooit.co.kr)가 인터넷 사용자 2,479명을 대상으로 지난 28일부터 이틀간 실시한 설문 조사 결과, ‘수서발 KTX운영권을 외주화 할 경우 수서발 KTX운임 인하와 서비스가 좋아 질 것으로 생각되느냐’는 질문에 전체 응답자의 15.3%만이 ‘그렇다’고 대답 한 반면, ‘그렇지	news		
s0164	http://ko.appszoom.com/android_applications/photography/s_dccgv.html	ko.appszoom.com	설명 GALAXY SⅢ와 함께 한 아이유의 하루는 어땠을까요? 오직 Samsung GALAXY SⅢ 인텔리전트 카메라만 이용해서 사진작가 김한준과 아이유가 직접 촬영한 '아이유의 SⅢ 사진놀이'를 만나 보세요! 감성놀이 포토 에세이 뿐만 아니라 스마트폰 사진 찍는 TIP, 갤럭시 SⅢ 인텔리전트 카메라 특화기능 등 스마트	web_general		
